Payout Date,Consignor,,Issued By,Payout Type,Total Payout,,,,,,,,,,Category,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,,,,Category,,
slinky long sleeve,$24.00,06-29-2025,16330,75.00%,$24.00,,$18.00,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,
newport news shoulder purse,$32.00,06-29-2025,16335,75.00%,$32.00,,$24.00,Bags,,,,,,,,,,,,,,,,,,,,,,,,
handmade necklace with real pearls - every piece is one-of-one!,$18.00,06-29-2025,16337,75.00%,$18.00,,$13.50,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
silk blend ribbed cardigan top,$32.00,06-30-2025,16375,75.00%,$32.00,,$24.00,Cardigans,,,,,,,,,,,,,,,,,,,,,,,,
100% cotton wrap top with beaded collar,$26.00,06-30-2025,16403,75.00%,$26.00,,$19.50,Blouses,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,$733.00,$23.65,31,$549.75,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-30-2025,Vivian Homie SF - 02Q,,Annie Zhou,Print List,$234.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Agreed,Sold,Sale,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Smiski Mini Charm,$10.00,06-01-2025,15334,75.00%,$10.00,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,$5.00,06-01-2025,15360,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Put Em’ Up Snoopy Sticker,$5.00,06-02-2025,15377,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,$5.00,06-03-2025,15382,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,$5.00,06-04-2025,15415,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,$5.00,06-05-2025,15460,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Sonny Jollibee Sticker,$5.00,06-06-2025,15463,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Squirtle Omamori Flight Tag,$8.00,06-07-2025,15501,75.00%,$8.00,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,$5.00,06-07-2025,15513,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,$5.00,06-07-2025,15522,75.00%,$5.00,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,
Hula Smiski Mini Charm,$10.00,06-09-2025,15574,75.00%,$10.00,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,
“I’m Baby” Smiski Mini Charm,$10.00,06-09-2025,15574,75.00%,$10.00,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,
Put Em’ Up Snoopy Sticker,$5.00,06-09-2025,15576,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Put Em’ Up Snoopy Sticker,$5.00,06-09-2025,15576,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Squirtle Omamori Flight Tag,$8.00,06-10-2025,15613,75.00%,$8.00,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Buff Snorlax Flight Tag,$8.00,06-10-2025,15619,75.00%,$8.00,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Smiski At Work Sticker Sheet,$7.00,06-10-2025,15619,75.00%,$7.00,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
“I’m Baby” Smiski Sticker,$5.00,06-11-2025,15640,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Buff Jollibee Chickenjoy Sticker,$5.00,06-11-2025,15642,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Kuromi Baby Sticker,$5.00,06-11-2025,15658,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Put Em’ Up Snoopy Sticker,$5.00,06-13-2025,15693,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Dancing Jollibee Woven Keychain,$8.00,06-13-2025,15700,75.00%,$8.00,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Dancing Jollibee Woven Keychain,$8.00,06-13-2025,15700,75.00%,$8.00,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Snoopy Camping Sticker Sheet,$7.00,06-13-2025,15700,75.00%,$7.00,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Duoduo Labubu Sticker,$5.00,06-13-2025,15702,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
“I’m Baby” Smiski Sticker,$5.00,06-13-2025,15702,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Dancing Jollibee Woven Keychain,$8.00,06-13-2025,15712,75.00%,$8.00,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Lucky Cat Smiski Flight Tag,$8.00,06-13-2025,15712,75.00%,$8.00,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Hello Kitty Baby Sticker,$5.00,06-13-2025,15716,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
“This Is Fine” Smiski Sticker,$5.00,06-14-2025,15728,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Cherry Blossom Print,$5.00,06-14-2025,15743,75.00%,$5.00,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Cherry Blossom Print,$5.00,06-14-2025,15743,75.00%,$5.00,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Sutro Tower Print,$5.00,06-14-2025,15743,75.00%,$5.00,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,$5.00,06-14-2025,15759,75.00%,$5.00,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,
Snoopy Camping Sticker Sheet,$7.00,06-14-2025,15763,75.00%,$7.00,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Smiski Mini Charm,$10.00,06-15-2025,15776,75.00%,$10.00,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,$5.00,06-16-2025,15820,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,$5.00,06-19-2025,15883,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,$5.00,06-19-2025,15883,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Duoduo Labubu Sticker,$5.00,06-19-2025,15886,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,$5.00,06-20-2025,15947,75.00%,$5.00,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,
S’mores Snoopy Sticker,$5.00,06-20-2025,15956,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
S’mores Snoopy Sticker,$5.00,06-20-2025,15956,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,$5.00,06-20-2025,15960,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Lucky Cat Smiski Flight Tag,$8.00,06-21-2025,15989,75.00%,$8.00,,$6.00,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,
Hello Kitty Baby Sticker,$5.00,06-21-2025,16043,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,$5.00,06-21-2025,16043,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,$5.00,06-21-2025,16052,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Cowboy Snoopy Sticker Sheet,$7.00,06-22-2025,16069,75.00%,$7.00,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Duoduo Labubu Sticker,$5.00,06-22-2025,16093,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,$5.00,06-23-2025,16121,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,$5.00,06-24-2025,16152,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Cinnamoroll Baby Sticker,$5.00,06-24-2025,16157,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Kuromi Baby Sticker,$5.00,06-25-2025,16172,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Sonny Jollibee Sticker,$5.00,06-27-2025,16223,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Cable Car Print,$5.00,06-27-2025,16225,75.00%,$5.00,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Cable Car Print,$5.00,06-27-2025,16235,75.00%,$5.00,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,$5.00,06-27-2025,16238,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Thumbs Up Snoopy Mini Charm,$10.00,06-28-2025,16259,75.00%,$10.00,,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,
Sonny Bunny Woven Keychain,$8.00,06-28-2025,16277,75.00%,$8.00,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Cowboy Snoopy Sticker Sheet,$7.00,06-28-2025,16307,75.00%,$7.00,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Cowboy Snoopy Sticker Sheet,$7.00,06-29-2025,16337,75.00%,$7.00,,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Dancing Jollibee Woven Keychain,$8.00,06-29-2025,16360,75.00%,$8.00,,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Cherry Blossom Print,$5.00,06-29-2025,16366,75.00%,$5.00,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,$5.00,06-29-2025,16366,75.00%,$5.00,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Cable Car Print,$5.00,06-29-2025,16366,75.00%,$5.00,,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Smiski Mini Charm,$10.00,06-29-2025,16366,75.00%,$10.00,,$7.50,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Mofusand Omamori Sticker,$5.00,06-29-2025,16368,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,$412.00,$6.06,68,$234.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-30-2025,Zibo YearNotes - 00F,,Annie Zhou,Print List,"$3,111.28",,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Agreed,Sold,Sale,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,
shoulder off mesh top - gray,$36.00,06-21-2025,15985,80.00%,$36.00,,$28.80,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,
navy mesh long sleeve shirt,$32.00,06-21-2025,15986,80.00%,$32.00,,$25.60,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,
pink crochet cardi,$35.00,06-21-2025,15990,80.00%,$35.00,,$28.00,Cardigans,,,,,,,,,,,,,,,,,,,,,,,,
westside white crochet cardi,$40.00,06-21-2025,15990,80.00%,$40.00,,$32.00,Cardigans,,,,,,,,,,,,,,,,,,,,,,,,
white cotton button front tank top,$35.00,06-21-2025,16007,80.00%,$35.00,,$28.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
white corsetry,$20.00,06-21-2025,16018,80.00%,$20.00,,$16.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
blue lingerie dress,$25.00,06-21-2025,16048,80.00%,$25.00,,$20.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
black circle belt,$30.00,06-21-2025,16049,80.00%,$30.00,,$24.00,Belts,,,,,,,,,,,,,,,,,,,,,,,,
black ACDC t-shirt,$26.00,06-21-2025,16053,80.00%,$26.00,,$20.80,Tees,,,,,,,,,,,,,,,,,,,,,,,,
brown halter dress,$39.00,06-21-2025,16053,80.00%,$39.00,,$31.20,Dresses,,,,,,,,,,,,,,,,,,,,,,,,
49ers gray sweatshirt,$40.00,06-22-2025,16058,80.00%,$40.00,,$32.00,Sportswear,,,,,,,,,,,,,,,,,,,,,,,,
miss me jeans 02,$98.00,06-22-2025,16064,80.00%,$98.00,,$78.40,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,
denim skort with white lace,$39.00,06-22-2025,16065,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
mesh irregular tube -pink,$32.00,06-22-2025,16070,80.00%,$32.00,,$25.60,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
1718-snow flake- L,$30.00,06-22-2025,16071,80.00%,$30.00,Sale: 6.00,$19.20,Tees,,,,,,,,,,,,,,,,,,,,,,,,
1120-vintage green-L,$30.00,06-22-2025,16071,80.00%,$30.00,Sale: 6.00,$19.20,Tees,,,,,,,,,,,,,,,,,,,,,,,,
1120- light apricot -L,$30.00,06-22-2025,16071,80.00%,$30.00,Sale: 6.00,$19.20,Tees,,,,,,,,,,,,,,,,,,,,,,,,
mesh irregular tube -yellow,$32.00,06-22-2025,16074,80.00%,$32.00,,$25.60,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
gold star black corsetry,$34.00,06-22-2025,16077,80.00%,$34.00,,$27.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
black corset,$35.00,06-22-2025,16077,80.00%,$35.00,,$28.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
chain belt 13,$19.00,06-22-2025,16081,80.00%,$19.00,,$15.20,Belts,,,,,,,,,,,,,,,,,,,,,,,,
chain belt 13,$19.00,06-22-2025,16083,80.00%,$19.00,,$15.20,Belts,,,,,,,,,,,,,,,,,,,,,,,,
tulle red plaid dress,$35.00,06-22-2025,16087,80.00%,$35.00,,$28.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,,
black beads tie back,$50.00,06-23-2025,16111,80.00%,$50.00,,$40.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
chain belt 10,$20.00,06-23-2025,16123,80.00%,$20.00,,$16.00,Belts,,,,,,,,,,,,,,,,,,,,,,,,
de colores black dress,$20.00,06-23-2025,16130,80.00%,$20.00,,$16.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,,
VS purple cami,$27.00,06-23-2025,16131,80.00%,$27.00,,$21.60,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
shoulder off mesh top - pink,$36.00,06-23-2025,16136,80.00%,$36.00,,$28.80,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,
studio hat - off white,$18.00,06-24-2025,16143,80.00%,$18.00,,$14.40,Hats,,,,,,,,,,,,,,,,,,,,,,,,
brown plaid ruffle skirt,$39.00,06-24-2025,16146,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
empyre jeans - black,$48.00,06-24-2025,16147,80.00%,$48.00,,$38.40,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,
chain belt 13,$19.00,06-24-2025,16155,80.00%,$19.00,,$15.20,Belts,,,,,,,,,,,,,,,,,,,,,,,,
black beads tie back,$50.00,06-24-2025,16163,80.00%,$50.00,,$40.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,,
1718-snow flake- M,$30.00,06-25-2025,16175,80.00%,$30.00,,$24.00,Tees,,,,,,,,,,,,,,,,,,,,,,,,
denim pleated skort,$39.00,06-25-2025,16183,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
pink mesh lingerie,$20.00,06-25-2025,16185,80.00%,$20.00,,$16.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
black and blue lingerie,$29.00,06-25-2025,16185,80.00%,$29.00,,$23.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
little angle necklace,$22.00,06-26-2025,16192,80.00%,$22.00,,$17.60,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 04,$20.00,06-26-2025,16193,80.00%,$20.00,,$16.00,Belts,,,,,,,,,,,,,,,,,,,,,,,,
orange velvet tube,$20.00,06-26-2025,16203,80.00%,$20.00,,$16.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
mesh tube - green,$29.00,06-26-2025,16206,80.00%,$29.00,,$23.20,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
Lucy in the sky black dress,$39.00,06-27-2025,16244,80.00%,$39.00,,$31.20,Dresses,,,,,,,,,,,,,,,,,,,,,,,,
black denim skort with black lace,$39.00,06-27-2025,16245,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
white cotton tie front cami,$26.00,06-27-2025,16248,80.00%,$26.00,,$20.80,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
blue and purple mesh cami,$29.00,06-28-2025,16257,80.00%,$29.00,,$23.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
shoulder off mesh top - purple,$36.00,06-28-2025,16262,80.00%,$36.00,,$28.80,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,
black cami with pink lace,$19.00,06-28-2025,16266,80.00%,$19.00,,$15.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
black leather bag,$35.00,06-28-2025,16306,80.00%,$35.00,,$28.00,Bags,,,,,,,,,,,,,,,,,,,,,,,,
denim ruffle skort,$39.00,06-29-2025,16336,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
blue heart necklace,$20.00,06-29-2025,16341,80.00%,$20.00,,$16.00,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
black denim ruffle skort,$40.00,06-29-2025,16345,80.00%,$40.00,,$32.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
black lace cami,$20.00,06-29-2025,16353,80.00%,$20.00,,$16.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
April Daisy gold necklace,$18.00,06-29-2025,16354,80.00%,$18.00,,$14.40,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
white maxi skirt,$34.00,06-29-2025,16356,80.00%,$34.00,,$27.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
VS pink lace lingerie,$30.00,06-29-2025,16357,80.00%,$30.00,,$24.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
1120-vintage coffee-S,$30.00,06-29-2025,16365,80.00%,$30.00,,$24.00,Tees,,,,,,,,,,,,,,,,,,,,,,,,
chain belt 10,$20.00,06-30-2025,16372,80.00%,$20.00,,$16.00,Belts,,,,,,,,,,,,,,,,,,,,,,,,
black reversible skirt,$39.00,06-30-2025,16376,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
mesh tube - blue,$29.00,06-30-2025,16377,80.00%,$29.00,,$23.20,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
black lingerie,$26.00,06-30-2025,16380,80.00%,$26.00,,$20.80,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
red plaid skirt,$29.00,06-30-2025,16387,80.00%,$29.00,,$23.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
1718-vintage green - S,$30.00,06-30-2025,16391,80.00%,$30.00,Sale: 6.00,$19.20,Tees,,,,,,,,,,,,,,,,,,,,,,,,
1120-vintage black-S,$30.00,06-30-2025,16391,80.00%,$30.00,Sale: 6.00,$19.20,Tees,,,,,,,,,,,,,,,,,,,,,,,,
2588- washed gray-S,$32.00,06-30-2025,16391,80.00%,$32.00,Sale: 6.40,$20.48,Tees,,,,,,,,,,,,,,,,,,,,,,,,
AF corduroy  mini skirt,$30.00,06-30-2025,16395,80.00%,$30.00,,$24.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
denim ruffle skort with black lace,$39.00,06-30-2025,16397,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
chain belt 13,$19.00,06-01-2025,15339,80.00%,$19.00,,$15.20,Belts,,,,,,,,,,,,,,,,,,,,,,,,
black beads tie back,$50.00,06-01-2025,15342,80.00%,$50.00,,$40.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
white bubble skirt,$35.00,06-01-2025,15345,80.00%,$35.00,,$28.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
chain belt 13,$19.00,06-02-2025,15371,80.00%,$19.00,,$15.20,Belts,,,,,,,,,,,,,,,,,,,,,,,,
Hukilau bag,$15.00,06-03-2025,15385,80.00%,$15.00,,$12.00,Bags,,,,,,,,,,,,,,,,,,,,,,,,
black beads tie back,$50.00,06-03-2025,15389,80.00%,$50.00,,$40.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
crazy horse red plaid shirt,$32.00,06-03-2025,15390,80.00%,$32.00,,$25.60,Button Ups,,,,,,,,,,,,,,,,,,,,,,,,
miss me jeans,$78.00,06-03-2025,15392,80.00%,$78.00,,$62.40,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,
navy office tripe halter top,$25.00,06-03-2025,15393,80.00%,$25.00,,$20.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
chain belt 13,$19.00,06-03-2025,15403,80.00%,$19.00,,$15.20,Belts,,,,,,,,,,,,,,,,,,,,,,,,
VS blue lingerie dress,$29.00,06-04-2025,15409,80.00%,$29.00,,$23.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
red plaid skirt,$29.00,06-05-2025,15433,80.00%,$29.00,,$23.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
office strip corsetry,$30.00,06-05-2025,15434,80.00%,$30.00,,$24.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
black butterfly mesh top,$32.00,06-05-2025,15436,80.00%,$32.00,,$25.60,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
denim ruffle skort,$39.00,06-05-2025,15440,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
black lace cami,$29.00,06-05-2025,15443,80.00%,$29.00,,$23.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
black sequence tube,$20.00,06-05-2025,15448,80.00%,$20.00,,$16.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
black lace cami,$18.00,06-05-2025,15448,80.00%,$18.00,,$14.40,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
vintage pink cami,$29.00,06-05-2025,15448,80.00%,$29.00,,$23.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
green double layer sheer cami dress,$39.00,06-05-2025,15452,80.00%,$39.00,,$31.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
blue stripe halter top,$19.00,06-06-2025,15462,80.00%,$19.00,,$15.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
black sequence halter top,$29.00,06-06-2025,15465,80.00%,$29.00,,$23.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 05,$19.00,06-06-2025,15465,80.00%,$19.00,,$15.20,Belts,,,,,,,,,,,,,,,,,,,,,,,,
off white crochet cardi,$39.00,06-06-2025,15482,80.00%,$39.00,,$31.20,Cardigans,,,,,,,,,,,,,,,,,,,,,,,,
mesh irregular tube - blue,$32.00,06-06-2025,15482,80.00%,$32.00,,$25.60,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
brown mesh butterfly shirt,$34.00,06-06-2025,15482,80.00%,$34.00,,$27.20,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,
red mesh top,$32.00,06-06-2025,15484,80.00%,$32.00,,$25.60,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,
tiger mesh long sleeve shirt,$36.00,06-06-2025,15484,80.00%,$36.00,,$28.80,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,
denim skort with white lace,$39.00,06-06-2025,15485,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
distress tube - black,$30.00,06-07-2025,15508,80.00%,$30.00,,$24.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
distress tube - gray,$30.00,06-07-2025,15512,80.00%,$30.00,,$24.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
chain belt 13,$19.00,06-07-2025,15521,80.00%,$19.00,,$15.20,Belts,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 05,$19.00,06-07-2025,15525,80.00%,$19.00,,$15.20,Belts,,,,,,,,,,,,,,,,,,,,,,,,
denim ruffle skort,$39.00,06-07-2025,15526,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
white knit black skirt,$39.00,06-07-2025,15532,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
mesh irregular tube -warm gray,$32.00,06-07-2025,15534,80.00%,$32.00,,$25.60,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
black jersey skort,$39.00,06-08-2025,15537,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
denim ruffle skort with black lace,$39.00,06-08-2025,15539,80.00%,$39.00,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
AF black cami,$20.00,06-08-2025,15539,80.00%,$20.00,,$16.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
270G FADE OUT Blanks - s1718,$27.00,06-08-2025,15542,80.00%,$27.00,,$21.60,Tees,,,,,,,,,,,,,,,,,,,,,,,,
mesh irregular tube - black,$32.00,06-08-2025,15549,80.00%,$32.00,,$25.60,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
yellow floral mesh one shoulder,$29.00,06-08-2025,15551,80.00%,$29.00,,$23.20,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,
black butterfly mesh y2k top,$30.00,06-08-2025,15554,80.00%,$30.00,,$24.00,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,,
risen white vest,$35.00,06-08-2025,15557,80.00%,$35.00,,$28.00,Vests,,,,,,,,,,,,,,,,,,,,,,,,
VS purple corsetry,$35.00,06-08-2025,15567,80.00%,$35.00,,$28.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,
brown cotton button front tank top,$35.00,06-08-2025,15571,80.00%,$35.00,,$28.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
