Payout Date,Issued By,Consignor,Total Payout,,,,,,,,,,,,,Category,,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,,,Category,
Summoning Mini Print,14012,$4.99,$4.99,04-19-2025,,$3.74,Prints,,,,,,,,,,,,,,0002PL,Sinful Affliction Love & Pride Angel Wings White Tee M AF ,2025-04-12 16:47:21,1,$32.99,$24.00,$32.99,$8.99,Tees,,,
The Horrors Persist Large Print,14012,$24.99,$24.99,04-19-2025,,$18.74,Prints,,,,,,,,,,,,,,00025D,Ecko Red Pink Tee ,2025-04-12 18:29:00,1,$20.99,$0.00,$20.99,$20.99,Tees,,,
Summoning Mini Print,14021,$4.99,$4.99,04-19-2025,,$3.74,Prints,,,,,,,,,,,,,,0002LA,Live a Happy Life Baby Tee M TO ,2025-04-12 18:29:00,1,$21.99,$9.00,$21.99,$12.99,Tees,,,
Incorrigible Mini Print,14021,$4.99,$4.99,04-19-2025,,$3.74,Prints,,,,,,,,,,,,,,0002DP,Carhartt Relaxed Fit Black 34x34 TO ,2025-04-12 18:57:08,1,$34.99,$9.00,$34.99,$25.99,Jeans ,,,
Scope Creep Waterproof Vinyl Sticker,14034,$3.99,$3.99,04-19-2025,,$2.99,Stickers,,,,,,,,,,,,,,00028C,y2k Ed Hardy Short Tank Dress AF ,2025-04-13 15:11:12,1,$59.99,$0.00,$59.99,$59.99,Dresses,,,
Mochi Pout Mini Print,14076,$4.99,$4.99,04-20-2025,,$3.74,Prints,,,,,,,,,,,,,,0002PQ,Giants Majestic Athletic Black Jersey AF ,2025-04-13 15:14:09,1,$36.99,$24.00,$36.99,$12.99,Sportswear,,,
Oh No Waterproof Vinyl Sticker,14083,$3.99,$3.99,04-20-2025,,$2.99,Stickers,,,,,,,,,,,,,,0002B4,y2k Realitee Butterfly Tan Blouse Made in USA SS ,2025-04-13 15:29:14,1,$23.99,$0.00,$23.99,$23.99,Blouses,,,
Not Your Strongest Soldier Waterproof Vinyl Sticker,14151,$3.99,$3.99,04-24-2025,,$2.99,Stickers,,,,,,,,,,,,,,0002PZ,Vtg Gap Denim Jacket M AF ,2025-04-13 15:46:27,1,$32.99,$24.00,$32.99,$8.99,Jackets,,,
Incorrigible Mini Print,14157,$4.99,$4.99,04-24-2025,,$3.74,Prints,,,,,,,,,,,,,,0002HZ,y2k Bebina Denim Skirt XL SS ,2025-04-13 17:27:29,1,$27.99,$9.00,$27.99,$18.99,Skirts,,,
Who Farted Waterproof Vinyl Sticker,14177,$3.99,$3.99,04-25-2025,,$2.99,Stickers,,,,,,,,,,,,,,0002NR,Tommy Hilfiger Olive Work Jacket L Sac ,2025-04-13 17:56:20,1,$34.99,$15.00,$34.99,$19.99,Jackets,,,
Summoning Waterproof Vinyl Sticker,14177,$3.99,$3.99,04-25-2025,,$2.99,Stickers,,,,,,,,,,,,,,0002FM,y2k Susan Lawrence Brown Blue V Neck Tee AF ,2025-04-14 13:45:14,1,$27.99,$15.00,$27.99,$12.99,Tees,,,
Not Your Strongest Soldier Waterproof Vinyl Sticker,14216,$3.99,$3.99,04-26-2025,,$2.99,Stickers,,,,,,,,,,,,,,289,y2k Reebok Track Jacket ,2025-04-14 14:35:58,1,$31.99,$0.00,$31.99,$31.99,Jackets,,,
Per My Last Email Waterproof Vinyl Sticker,14216,$3.99,$3.99,04-26-2025,,$2.99,Stickers,,,,,,,,,,,,,,0002MW,Moda International Blue Velour Full Zip Hoodie XL Sac ,2025-04-14 14:35:58,1,$28.99,$15.00,$28.99,$13.99,Hoodies,,,
Summoning Waterproof Vinyl Sticker,14223,$3.99,$3.99,04-26-2025,,$2.99,Stickers,,,,,,,,,,,,,,0001T3,Giants Full Zip Hoodie ,2025-04-14 15:34:32,1,$30.99,$0.00,$30.99,$30.99,Hoodies,,,
Special Interest Sticker,14229,$3.99,$3.99,04-26-2025,,$2.99,Stickers,,,,,,,,,,,,,,0002R8,Sideout Pink Hoodie XL Sac ,2025-04-14 15:34:32,1,$32.99,$19.49,$32.99,$13.50,Hoodies,,,
Who Farted Waterproof Vinyl Sticker,14246,$3.99,$3.99,04-27-2025,,$2.99,Stickers,,,,,,,,,,,,,,0002PU,Polo Ralph Lauren Black Sweater XL AF ,2025-04-14 15:44:07,1,$32.99,$24.00,$32.99,$8.99,Sweaters,,,
Incorrigible Mini Print,14302,$4.99,$4.99,04-27-2025,,$3.74,Stickers,,,,,,,,,,,,,,0001HL,Polo Ralph Lauren Navy Polo Tee ,2025-04-17 14:51:56,1,$17.99,$0.00,$17.99,$17.99,Tees,,,
Not Your Strongest Soldier Mini Print,14302,$4.99,$4.99,04-27-2025,,$3.74,Prints,,,,,,,,,,,,,,0002GG,Fashion Bug Brown Floral Tank Top AF ,2025-04-17 15:14:47,1,$25.99,$15.00,$25.99,$10.99,Tank tops ,,,
Summoning Waterproof Vinyl Sticker,14332,$3.99,$3.99,04-29-2025,,$2.99,Stickers,,,,,,,,,,,,,,0002OO,David Lee Roth Black Graphic Tee Made in USA Sac ,2025-04-18 13:21:23,1,$22.99,$15.00,$22.99,$7.99,Tees,,,
Summoning Waterproof Vinyl Sticker,14341,$3.99,$3.99,04-30-2025,,$2.99,Stickers,,,,,,,,,,,,,,00025C,San Francisco 49ers Hoodie ,2025-04-18 14:54:23,1,$34.99,$0.00,$34.99,$34.99,Hoodies,,,
,,,$374.36,$5.85,64,$280.61,,,,,,,,,,,,,,,0002NM,49ers Reversible Red and Black Starter Jacket XL Sac ,2025-04-18 14:59:19,1,$139.99,$15.00,$139.99,$124.99,Jackets,,,
,,,,,,,,,,,,,,,,,,,,,0002R9,y2k Harley Davidson Bedazzled Long Sleeve L Sac ,2025-04-18 18:00:50,1,$32.99,$19.49,$32.99,$13.50,Long Sleeves,,,
04-30-2025,Annie Zhou,Allie Grimace Skate - 009,$250.50,,,,,,,,,,,,,,,,,,0002RG,Polo Ralph Lauren Gray Football Polo M Sac ,2025-04-18 18:03:44,1,$21.99,$19.49,$21.99,$2.50,Tees,,,
Item,Sale,Agreed,Aged Price,Sold,Discounts,Amount,,,,,,,,,,,,,,,0002Q2,y2k Vocal Bedazzled Redemption Cross Gray Waffle Knit Long Sleeve Made in USA ,2025-04-18 18:07:54,1,$34.99,$10.00,$34.99,$24.99,Long Sleeves,,,
Grimace 6 Pc Star Clip,13598,$5.00,$5.00,04-04-2025,,$3.75,Hair Accessories,,,,,,,,,,,,,,0002F8,Essentials by Milano Green Striped Floral Blouse L AF ,2025-04-18 18:33:48,1,$28.99,$15.00,$28.99,$13.99,Blouses,,,
Grimace Earrings,13598,$12.00,$12.00,04-04-2025,,$9.00,Earrings,,,,,,,,,,,,,,0002G3,Dressbarn Petite Zebra Print Blouse Made in USA AF ,2025-04-19 13:26:45,1,$25.99,$15.00,$25.99,$10.99,Blouses,,,
Grimace Earrings,13652,$12.00,$12.00,04-05-2025,,$9.00,Earrings,,,,,,,,,,,,,,0002P3,Kuhl Born in the Mountains Gray Cargo Pants ,2025-04-19 13:28:44,1,$22.99,$0.00,$22.99,$22.99,Jeans ,,,
Grimace 6 Pc Star Clip,13677,$5.00,$5.00,04-06-2025,,$3.75,Hair Accessories,,,,,,,,,,,,,,0002HA,Tony Hawk Glow In The Dark Skeleton Black Full Zip Hoodie L SS ,2025-04-19 14:25:26,1,$24.99,$9.00,$24.99,$15.99,Hoodies,,,
Grimace 2Pc Button Pack,13678,$10.00,$10.00,04-06-2025,,$7.50,Misc. Accessories,,,,,,,,,,,,,,292,Wrangler Authentic Western Jacket Denim Vest AF ,2025-04-19 14:36:15,1,$35.99,$13.00,$35.99,$22.99,Vests,,,
Grimace 6 Pc Star Clip,13690,$5.00,$5.00,04-06-2025,,$3.75,Hair Accessories,,,,,,,,,,,,,,0001WT,J Crew Mercantile Holiday Sweater ,2025-04-19 15:33:40,1,$29.99,$0.00,$29.99,$29.99,Sweaters,,,
Grimace Keychain,13715,$15.00,$15.00,04-07-2025,,$11.25,Keychains,,,,,,,,,,,,,,0002HU,Together Teal Velvet Blazer Jacket 12 SS ,2025-04-19 15:48:19,1,$42.99,$0.00,$42.99,$42.99,Jackets,,,
Grimace 2 Pc Button,13715,$10.00,$10.00,04-07-2025,,$7.50,Misc. Accessories,,,,,,,,,,,,,,0002RI,Giants Jersey Russell Athletic sz 10/12 Sac ,2025-04-19 15:53:25,1,$35.99,$19.49,$35.99,$16.50,Sportswear,,,
Grimace Necklace,13740,$15.00,$15.00,04-08-2025,,$11.25,Necklaces,,,,,,,,,,,,,,0002RL,UCSF Navy Crew S TO ,2025-04-19 16:11:38,1,$23.99,$9.00,$23.99,$14.99,Crewnecks,,,
Grimace Necklace,13751,$15.00,$15.00,04-09-2025,,$11.25,Necklaces,,,,,,,,,,,,,,0002NK,Adidas Red Windbreaker Jacket L Sac ,2025-04-19 16:44:15,1,$44.99,$15.00,$44.99,$29.99,Jackets,,,
Grimace Necklace,13754,$15.00,$15.00,04-09-2025,,$11.25,Necklaces,,,,,,,,,,,,,,0002RM,Manchester United Red Full Zip Hoodie S TO ,2025-04-19 17:23:03,1,$27.99,$9.00,$27.99,$18.99,Hoodies,,,
Phone Charm,13829,$15.00,$15.00,04-12-2025,,$11.25,Phone Charms,,,,,,,,,,,,,,0002QW,Polo Ralph Lauren Forest Green Quarter ZIp L AF ,2025-04-19 17:32:38,1,$32.99,$24.00,$32.99,$8.99,Crewnecks,,,
Grimace 2Pc Button Pack,13834,$10.00,$10.00,04-13-2025,,$7.50,Misc. Accessories,,,,,,,,,,,,,,0002Q4,y2k Vocal Bedazzled Redemption Cross Black Hoodie Made in USA ,2025-04-20 16:22:38,1,$35.99,$10.00,$35.99,$25.99,Hoodies,,,
Grimace Earrings,13843,$12.00,$12.00,04-13-2025,,$9.00,Earrings,,,,,,,,,,,,,,00023M,y2k Diesel Olive Floral Embroidered Sleeveless Jacket ,2025-04-20 16:27:02,1,$36.99,$0.00,$36.99,$36.99,Jackets,,,
Grimace Keychain,13930,$15.00,$15.00,04-17-2025,,$11.25,Keychains,,,,,,,,,,,,,,0002OY,Maroon Coach Bag Sac ,2025-04-20 16:33:39,1,$59.99,$15.00,$59.99,$44.99,Bags,,,
6 Pc Star Clips,13937,$5.00,$5.00,04-17-2025,,$3.75,Hair Accessories,,,,,,,,,,,,,,0002P2,Rock Revival Mid-Rise Boot w/ Back Bedazzled Embroidery 25/32 (NEW w/Tags) Sac ,2025-04-20 17:26:45,1,$65.99,$15.00,$65.99,$50.99,Jeans ,,,
Grimace Keychain,13940,$15.00,$15.00,04-17-2025,,$11.25,Keychains,,,,,,,,,,,,,,0002RE,Polo Ralph Lauren Light Blue Quarter Zip S Sac ,2025-04-21 15:34:32,1,$33.99,$19.49,$33.99,$14.50,Crewnecks,,,
6 Pc Star Clips,13964,$5.00,$5.00,04-18-2025,,$3.75,Hair Accessories,,,,,,,,,,,,,,0002KR,O'Neill Brown Tee L TO ,2025-04-22 15:23:44,1,$19.99,$9.00,$19.99,$10.99,Tees,,,
Grimace Earrings,13976,$12.00,$12.00,04-19-2025,,$9.00,Earrings,,,,,,,,,,,,,,0002HI,y2k South Pole Red Cropped Full Zip Hoodie XL SS ,2025-04-22 15:56:21,1,$32.99,$9.00,$32.99,$23.99,Hoodies,,,
Grimace Earrings,14006,$12.00,$12.00,04-19-2025,,$9.00,Earrings,,,,,,,,,,,,,,0002PO,Sinful Affliction Bedazzled Heart & Angel Wings Long Sleeve M AF ,2025-04-22 16:03:14,1,$37.99,$24.00,$37.99,$13.99,Long Sleeves,,,
Grimace Earrings,14006,$12.00,$12.00,04-19-2025,,$9.00,Earrings,,,,,,,,,,,,,,0002DC,Vtg Sears King’s Road Red and Navy Plaid Flannel L TO ,2025-04-22 17:38:02,1,$29.99,$9.00,$29.99,$20.99,Button Ups,,,
Cake Phone Charm,14084,$10.00,$10.00,04-20-2025,,$7.50,Phone Charms,,,,,,,,,,,,,,0002MT,Juicy Couture Black Full Zip Hoodie M Sac ,2025-04-23 15:39:07,1,$32.99,$15.00,$32.99,$17.99,Hoodies,,,
Grimace Choker,14085,$15.00,$15.00,04-20-2025,,$11.25,Necklaces,,,,,,,,,,,,,,0001WZ,Garnet Hill Navy Sweater ,2025-04-23 17:17:28,1,$28.99,$0.00,$28.99,$28.99,Sweaters,,,
6 Pc Star Clips,14112,$5.00,$5.00,04-21-2025,,$3.75,Hair Accessories,,,,,,,,,,,,,,0001Q7,Polo Ralph Lauren Navy Polo Tee ,2025-04-23 17:17:28,1,$17.99,$0.00,$17.99,$17.99,Tees,,,
6pc Star Clips,14118,$5.00,$5.00,04-22-2025,,$3.75,Hair Accessories,,,,,,,,,,,,,,0002GX,Carhartt Green Hooded Jacket 2XL Made in USA SS ,2025-04-23 17:47:30,1,$119.99,$20.00,$119.99,$99.99,Jackets,,,
Grimace Earrings,14184,$12.00,$12.00,04-25-2025,,$9.00,Earrings,,,,,,,,,,,,,,00025O,y2k Kiss & Tell Brown Mesh Long Sleeve SS ,2025-04-24 14:38:43,1,$24.99,$0.00,$24.99,$24.99,Long Sleeves,,,
Grimace Keychain,14186,$15.00,$15.00,04-25-2025,,$11.25,Keychains,,,,,,,,,,,,,,2.00E+03,Guess Striped Blue and Brown Button Up Long Sleeve L TO ,2025-04-24 15:06:43,1,$24.99,$9.00,$24.99,$15.99,Long Sleeves,,,
Grimace Choker,14237,$15.00,$15.00,04-26-2025,,$11.25,Necklaces,,,,,,,,,,,,,,0002L9,Rampage Pink Sweater Full Zip Hoodie TO ,2025-04-24 17:47:21,1,$27.99,$9.00,$27.99,$18.99,Hoodies,,,
6 Pc Star Clips,14314,$5.00,$5.00,04-28-2025,,$3.75,Hair Accessories,,,,,,,,,,,,,,0002KX,Roxy Creme Sweater L TO ,2025-04-24 17:47:21,1,$24.99,$9.00,$24.99,$15.99,Sweaters,,,
Grimace Necklace,14322,$15.00,$15.00,04-29-2025,,$11.25,Necklaces,,,,,,,,,,,,,,0002OS,Miss Me White Cutoff Shorts 27W Sac ,2025-04-24 17:56:16,1,$34.99,$15.00,$34.99,$19.99,Shorts/Jorts,,,
Grimace 6 Pc Star Clip,14333,$5.00,$5.00,04-29-2025,,$3.75,Hair Accessories,,,,,,,,,,,,,,0001XT,Lacoste Embroidered Polo ,2025-04-25 14:33:04,1,$15.99,$0.00,$15.99,$15.99,Tees,,,
,,,$334.00,$10.77,31,$250.50,,,,,,,,,,,,,,,0002EH,2000s Rocawear Embroidered Denim Full Zip Jacket XL WN ,2025-04-25 15:05:07,1,$49.99,$22.81,$49.99,$27.18,Jackets,,,
,,,,,,,,,,,,,,,,,,,,,283,Hard Rock Cafe Makati Philippines Tee ,2025-04-25 15:57:08,1,$20.99,$0.00,$20.99,$20.99,Tees,,,
04-30-2025,Annie Zhou,Amada Montoya - 02W,$132.40,,,,,,,,,,,,,,,,,,0002BD,Silton Quilted Blue Denim Coat 42 AF ,2025-04-25 16:19:03,1,$54.99,$20.00,$54.99,$34.99,Coats,,,
Item,Sale,Agreed,Aged Price,Sold,Discounts,Amount,,,,,,,,,,,,,,,0002SL,Sideout Denim Jorts sz 34 ,2025-04-26 12:44:33,1,$31.99,$0.00,$31.99,$31.99,Shorts/Jorts,,,
AE Flower Pot,13536,$20.00,$20.00,04-02-2025,,$15.00,Crochet Accessories,,,,,,,,,,,,,,0002SO,Purple Bedazzled Full Zip Hoodie 2X TO ,2025-04-26 14:33:01,1,$27.99,$0.00,$27.99,$27.99,Hoodies,,,
AE Character Keychain,13536,$18.00,$18.00,04-02-2025,Sale: 2.70,$11.48,Keychains,,,,,,,,,,,,,,0002NS,Acme Clothing Co Looney Tunes Gray Crew Sac ,2025-04-26 15:15:53,1,$44.99,$15.00,$44.99,$29.99,Crewnecks,,,
AE White flower hanger,13621,$25.00,$25.00,04-05-2025,,$18.75,Crochet Accessories,,,,,,,,,,,,,,0002S0,Bedazzled Fur Rhinestone Belt Sac ,2025-04-26 16:35:28,1,$34.99,$19.83,$34.99,$15.16,Belts,,,
AE GIFT Flower M,13624,$15.00,$15.00,04-05-2025,,$11.25,Crochet Accessories,,,,,,,,,,,,,,0002RA,Sinful Bedazzled Heart w/ Angel Wings and Sword Back M Sac ,2025-04-26 18:31:01,1,$31.99,$19.49,$31.99,$12.50,Tees,,,
AE Strawberry Hanger,13721,$30.00,$30.00,04-07-2025,,$22.50,Crochet Accessories,,,,,,,,,,,,,,0002MY,Juicy Couture Purple Velour Full Zip Hoodie w/ Back Hit XL Sac ,2025-04-26 18:33:50,1,$59.99,$15.00,$59.99,$44.99,Hoodies,,,
AE Ring,13746,$35.00,$35.00,04-09-2025,,$26.25,Misc. Accessories,,,,,,,,,,,,,,0001I9,Polo Ralph Lauren Slim Fit Gray Polo Tee ,2025-04-27 13:34:34,1,$17.99,$0.00,$17.99,$17.99,Tees,,,
AE Character Keychain,13770,$18.00,$18.00,04-11-2025,Sale: 2.70,$11.48,Keychains,,,,,,,,,,,,,,0002AP,y2k Preppy Preston & York Sport Striped Sweater Tee M SS ,2025-04-27 13:47:26,1,$24.99,$8.00,$24.99,$16.99,Tees,,,
AE Character Keychain,13845,$18.00,$18.00,04-13-2025,Sale: 2.70,$11.48,Keychains,,,,,,,,,,,,,,0002NI,For Joseph Tan Suede Leather Jacket M Sac ,2025-04-27 13:58:15,1,$49.99,$15.00,$49.99,$34.99,Jackets,,,
AE Green Plant Hanger,13948,$25.00,$25.00,04-18-2025,,$18.75,Crochet Accessories,,,,,,,,,,,,,,0001CB,Alan Jackson Collection Embroidered Floral Button Up ,2025-04-27 14:57:11,1,$28.99,$0.00,$28.99,$28.99,Button Ups,,,
AE Green Plant Hanger,14079,$25.00,$25.00,04-20-2025,,$18.75,Crochet Accessories,,,,,,,,,,,,,,0002NZ,Harley Davidson Black Leather Moto Jacket M Sac ,2025-04-27 15:10:44,1,$94.99,$15.00,$94.99,$79.99,Jackets,,,
AE Character Keychain,14096,$18.00,$18.00,04-20-2025,Sale: 2.70,$11.48,Keychains,,,,,,,,,,,,,,0002SJ,Platoon Jeans Jorts sz 30 ,2025-04-27 15:15:44,1,$27.99,$0.00,$27.99,$27.99,Shorts/Jorts,,,
AE Character Keychain,14169,$18.00,$18.00,04-25-2025,Sale: 2.70,$11.48,Keychains,,,,,,,,,,,,,,0002RS,Vtg RFT Rainforest Green Work Jacket L TO ,2025-04-27 15:34:15,1,$45.99,$9.00,$45.99,$36.99,Jackets,,,
AE Ring,14241,$35.00,$35.00,04-27-2025,,$26.25,Misc. Accessories,,,,,,,,,,,,,,00028A,y2k Say What Bedazzled Floral Tee ,2025-04-27 15:39:11,1,$24.99,$0.00,$24.99,$24.99,Tees,,,
,,,$300.00,$23.08,13,$214.90,,,,,,,,,,,,,,,0002FW,Silver Stream Giraffe Tapestry Jacket AF ,2025-04-27 16:15:21,1,$57.99,$20.00,$57.99,$37.99,Jackets,,,
,,,,,,,,,,,,,,,,,,,,,0002LE,Hello Kitty Black Tee TO ,2025-04-27 16:25:15,1,$19.99,$9.00,$19.99,$10.99,Tees,,,
04-30-2025,Annie Zhou,Andy Zhou - 027,$707.68,,,,,,,,,,,,,,,,,,0001X5,Tangerine Colorblock Polo Long Sleeve ,2025-04-27 16:31:35,1,$19.99,$0.00,$19.99,$19.99,Long Sleeves,,,
Item,Sale,Agreed,Aged Price,Sold,Discounts,Amount,,,,,,,,,,,,,,,0002RR,Hollister Green Tee S TO ,2025-04-28 15:44:54,1,$19.99,$9.00,$19.99,$10.99,Tees,,,
Y2k Ralph Lauren Sport Button Up,13528,$10.00,$10.00,04-01-2025,,$8.50,Button Ups,,,,,,,,,,,,,,0002HB,Quiksilver Red Tee XL SS ,2025-04-29 13:12:15,1,$20.99,$9.00,$20.99,$11.99,Tees,,,
Vtg Pendleton Wool Button Down Western Shirt,13571,$14.00,$14.00,04-03-2025,,$11.90,Button Ups,,,,,,,,,,,,,,0002RC,Ecko Red Black Puffer Jacket w/ Fur Trim XL Sac ,2025-04-30 18:00:53,1,$53.99,$19.49,$53.99,$34.50,Jackets,,,
Blazer Vest,13584,$10.00,$10.00,04-04-2025,,$8.50,Vests,,,,,,,,,,,,,,0002DD,Vtg Sears Sportswear Blue and Cream Plaid Flannel XL TO ,2025-04-29 17:12:27,1,$26.99,$0.00,$26.99,$26.99,Button Ups,,,
Exit USA American Flag Leather Harrington Jacket,13605,$59.99,$59.99,04-04-2025,,$50.99,Jackets,,,,,,,,,,,,,,,,,,"$4,506.75",,,,$36.05,,,
Carhartt Carpenters 38x30,13625,$44.95,$44.95,04-05-2025,,$38.21,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,,
Y2k BCBG Cuff Top,13646,$12.95,$12.95,04-05-2025,,$11.01,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
Y2K Anchor Blue Satin Bomber Jacket,13648,$49.99,$49.99,04-05-2025,,$42.49,Jackets,,,,,,,,,,,,,,,,,,,,,,,,,
Vtg Club Elite Leather Jacket,13695,$84.99,$84.99,04-06-2025,,$72.24,Jackets,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota Vikings Varsity Bomber Jacket,13772,$39.99,$39.99,04-11-2025,,$33.99,Jackets,,,,,,,,,,,,,,,,,,,,,,,,,
Carhartt Carpenter Shorts,13778,$34.95,$34.95,04-11-2025,,$29.71,Shorts/Jorts,,,,,,,,,,,,,,0002OA,Brixton Wildflowers Don't Care Where They Grow Denim Jacket L Sac ,2025-04-02 13:57:43,1,$74.99,$15.00,$74.99,$59.99,Jackets,,,
Deadstock Mossy Oak Jacket,13795,$49.99,$49.99,04-12-2025,,$42.49,Jackets,,,,,,,,,,,,,,0002OZ,Miss Me Flare Bottoms w/ Floral Embroidery sz 27 Sac ,2025-04-03 13:14:00,1,$69.99,$15.00,$69.99,$54.99,Jeans ,,,
Joe Rocket Biker Paded Jacket,13799,$59.99,$59.99,04-12-2025,,$50.99,Jackets,,,,,,,,,,,,,,0002OE,Harley Davidson Morgan Hills CA Pink Tee XL Sac ,2025-04-03 16:00:36,1,$26.99,$15.00,$26.99,$11.99,Tees,,,
DL1961 Pants 26,13924,$10.00,$10.00,04-17-2025,,$8.50,Jeans ,,,,,,,,,,,,,,0002OH,y2k Black Label Affliction Eagle & Sword Tee L Sac ,2025-04-03 17:02:07,1,$45.99,$15.00,$45.99,$30.99,Tees,,,
Levis Skateboard Harrington Work Jacket,13979,$39.99,$39.99,04-19-2025,,$33.99,Jackets,,,,,,,,,,,,,,0002OR,Guess Jeans Booty Shorts 29W Sac ,2025-04-03 17:29:08,1,$21.99,$15.00,$21.99,$6.99,Shorts/Jorts,,,
Y2K Citizens of Humanity Low Waist Flares 24w,13986,$28.99,$28.99,04-19-2025,,$24.64,Jeans ,,,,,,,,,,,,,,0002OQ,Ed Hardy Denim Jorts Sac ,2025-04-03 17:41:48,1,$45.99,$15.00,$45.99,$30.99,Shorts/Jorts,,,
Vtg Eddie Bauer Blanket Lined Parka,13993,$14.00,$14.00,04-19-2025,,$11.90,Jackets,,,,,,,,,,,,,,0002N1,Self Esteem Red Fur Full Zip Hoodie XL Sac ,2025-04-04 16:26:16,1,$32.99,$15.00,$32.99,$17.99,Hoodies,,,
Black Rivet Moto Leather Jacket,14016,$79.99,$79.99,04-19-2025,,$67.99,Jackets,,,,,,,,,,,,,,0002O7,Sinful Gray Waffle Knit V Neck Long Sleeve w/ Back Angel Wings M Sac ,2025-04-05 14:41:59,1,$39.99,$15.00,$39.99,$24.99,Long Sleeves,,,
San Francisco Jacket,14059,$29.99,$29.99,04-20-2025,,$25.49,Jackets,,,,,,,,,,,,,,0002OK,Juicy Couture Black Velour Full Zip Hoodie L Sac ,2025-04-05 15:22:25,1,$44.99,$15.00,$44.99,$29.99,Hoodies,,,
Metallica Tour 88-89,14107,$14.95,$14.95,04-21-2025,,$12.71,Tees,,,,,,,,,,,,,,0002P7,Trailmaster Brown Suede Leather w/ Fur Trim Coat Sac ,2025-04-05 17:50:19,1,$89.99,$15.00,$89.99,$74.99,Coats,,,
Realtree Camo Hoodie,14165,$29.99,$29.99,04-24-2025,,$25.49,Hoodies,,,,,,,,,,,,,,0002O2,Harley Davidson San Francisco Black Graphic Tee Sac ,2025-04-06 15:13:15,1,$29.99,$15.00,$29.99,$14.99,Tees,,,
Rewash Baggy Wide Leg Jeans,14170,$29.99,$29.99,04-25-2025,,$25.49,Jeans ,,,,,,,,,,,,,,0002MV,Moda International Green Velour Full Zip Hoodie XL Sac ,2025-04-07 14:26:01,1,$27.99,$15.00,$27.99,$12.99,Hoodies,,,
"Grateful Dead Tour Tee ""04",14172,$24.95,$24.95,04-25-2025,,$21.21,Tees,,,,,,,,,,,,,,0002OI,Harley Davidson Zion Washington Red V Neck Tee L Sac ,2025-04-07 16:14:20,1,$29.99,$15.00,$29.99,$14.99,Tees,,,
Y2k Silver Tab Shorts,14228,$24.95,$24.95,04-26-2025,,$21.21,Shorts/Jorts,,,,,,,,,,,,,,0002O9,BCBG Maxaria Purple Velour Full Zip Hoodie w/ Rose Bedazzled Back L (NEW w/ tags) Sac ,2025-04-07 16:17:36,1,$49.99,$15.00,$49.99,$34.99,Hoodies,,,
2000s Ralph Lauren Plaid Hoodie,14316,$32.99,$32.99,04-28-2025,,$28.04,Hoodies,,,,,,,,,,,,,,0002MZ,Nike Lavender and White Jacket L Sac ,2025-04-12 13:01:21,1,$30.99,$15.00,$30.99,$15.99,Jackets,,,
,,,$832.57,$34.69,24,$707.68,,,,,,,,,,,,,,,0002NR,Tommy Hilfiger Olive Work Jacket L Sac ,2025-04-13 17:56:20,1,$34.99,$15.00,$34.99,$19.99,Jackets,,,
,,,,,,,,,,,,,,,,,,,,,0002MW,Moda International Blue Velour Full Zip Hoodie XL Sac ,2025-04-14 14:35:58,1,$28.99,$15.00,$28.99,$13.99,Hoodies,,,
04-30-2025,Annie Zhou,Anel Sanchez - 03X,$27.50,,,,,,,,,,,,,,,,,,0002R8,Sideout Pink Hoodie XL Sac ,2025-04-14 15:34:32,1,$32.99,$19.49,$32.99,$13.50,Hoodies,,,
Item,Sale,Agreed,Aged Price,Sold,Discounts,Amount,,,,,,,,,,,,,,,0002OO,David Lee Roth Black Graphic Tee Made in USA Sac ,2025-04-18 13:21:23,1,$22.99,$15.00,$22.99,$7.99,Tees,,,
Strawberry Cats Print.,13547,$8.00,$8.00,04-02-2025,,$6.00,Prints,,,,,,,,,,,,,,0002NM,49ers Reversible Red and Black Starter Jacket XL Sac ,2025-04-18 14:59:19,1,$139.99,$15.00,$139.99,$124.99,Jackets,,,
Koi Print,13556,$8.00,$8.00,04-02-2025,,$6.00,Prints,,,,,,,,,,,,,,0002R9,y2k Harley Davidson Bedazzled Long Sleeve L Sac ,2025-04-18 18:00:50,1,$32.99,$19.49,$32.99,$13.50,Long Sleeves,,,
Cookie Cat Shaker Charm.,13744,$15.00,$15.00,04-09-2025,,$11.25,Keychains,,,,,,,,,,,,,,0002RG,Polo Ralph Lauren Gray Football Polo M Sac ,2025-04-18 18:03:44,1,$21.99,$19.49,$21.99,$2.50,Tees,,,
Space Cats Sticker Pack,13946,$12.00,$12.00,04-18-2025,,$9.00,Stickers,,,,,,,,,,,,,,0002RI,Giants Jersey Russell Athletic sz 10/12 Sac ,2025-04-19 15:53:25,1,$35.99,$19.49,$35.99,$16.50,Sportswear,,,
Coffin Cat Pin.,14190,$10.00,$10.00,04-25-2025,,$7.50,Keychains,,,,,,,,,,,,,,0002NK,Adidas Red Windbreaker Jacket L Sac ,2025-04-19 16:44:15,1,$44.99,$15.00,$44.99,$29.99,Jackets,,,
