Payout Date,Issued By,Consignor,Payout Type,Total Payout,,,,,,,,,,,,Category,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,Category,,Categories,
carhartt zip up hoodie,18855,$15.00,80.00%,$15.00,,08-24-2025,$12.00,Hoodies,,,,,,,,,,,,,,,,,,,,,,,
vintage bebe tank.,18879,$15.00,80.00%,$15.00,,08-24-2025,$12.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,
2000s juicy couture sweater hood,18891,$15.00,80.00%,$15.00,,08-24-2025,$12.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,
black Patagonia zip up,18904,$15.00,80.00%,$15.00,,08-25-2025,$12.00,Hoodies,,,,,,,,,,,,,,,,,,,,,,,
RL crew neck,18918,$15.00,80.00%,$15.00,,08-25-2025,$12.00,Crewnecks,,,,,,,,,,,,,,,,,,,,,,,
y2k purple top,18952,$15.00,80.00%,$15.00,,08-27-2025,$12.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,
carhartt zip up hoodie,18971,$15.00,80.00%,$15.00,,08-28-2025,$12.00,Hoodies,,,,,,,,,,,,,,,,,,,,,,,
y2k long sleeve hood,18972,$15.00,80.00%,$15.00,,08-28-2025,$12.00,Hoodies,,,,,,,,,,,,,,,,,,,,,,,
Dkny denium jacket ….,18974,$15.00,80.00%,$15.00,,08-28-2025,$12.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,
green pants.,18978,$15.00,80.00%,$15.00,,08-28-2025,$12.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,
Y2k american eagle long sleeve,18983,$15.00,80.00%,$15.00,,08-28-2025,$12.00,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,
juicy velour pants ….,18984,$15.00,80.00%,$15.00,,08-28-2025,$12.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,
london sweater,18984,$15.00,80.00%,$15.00,,08-28-2025,$12.00,Sweaters,,,,,,,,,,,,,,,,,,,,,,,
I.AM.GIA top,18997,$15.00,80.00%,$15.00,,08-29-2025,$12.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,
juicy couture velour sweater,19018,$15.00,80.00%,$15.00,,08-29-2025,$12.00,Sweaters,,,,,,,,,,,,,,,,,,,,,,,
leather race jacket,19042,$15.00,80.00%,$15.00,,08-30-2025,$12.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,
Brown south pole shirt,19046,$15.00,80.00%,$15.00,,08-30-2025,$12.00,Tees,,,,,,,,,,,,,,,,,,,,,,,
2000s Harley davidson shirt,19050,$15.00,80.00%,$15.00,,08-30-2025,$12.00,Tees,,,,,,,,,,,,,,,,,,,,,,,
sfsu sweater,19055,$15.00,80.00%,$15.00,,08-30-2025,$12.00,Sweaters,,,,,,,,,,,,,,,,,,,,,,,
green juicy capri pants…..,19058,$15.00,80.00%,$15.00,,08-30-2025,$12.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,
Bcbg velour sweater,19102,$15.00,80.00%,$15.00,,08-30-2025,$12.00,Sweaters,,,,,,,,,,,,,,,,,,,,,,,
design fem jeans ….,19112,$15.00,80.00%,$15.00,,08-31-2025,$12.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,
harley davidson zip up hoodie ….,19120,$15.00,80.00%,$15.00,,08-31-2025,$12.00,Hoodies,,,,,,,,,,,,,,,,,,,,,,,
2000s quick silver surfing shirt,19126,$15.00,80.00%,$15.00,,08-31-2025,$12.00,Tees,,,,,,,,,,,,,,,,,,,,,,,
polo ralph lauren 1/4 zip,19131,$15.00,80.00%,$15.00,,08-31-2025,$12.00,Crewnecks,,,,,,,,,,,,,,,,,,,,,,,
Blue ecko untld shirt,19140,$15.00,80.00%,$15.00,,08-31-2025,$12.00,Tees,,,,,,,,,,,,,,,,,,,,,,,
brown y2k shirt,19141,$15.00,80.00%,$15.00,,08-31-2025,$12.00,Tees,,,,,,,,,,,,,,,,,,,,,,,
Fem abercrombie zip up,19151,$15.00,80.00%,$15.00,,08-31-2025,$12.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,
anchor blue flair jeans,19171,$15.00,80.00%,$15.00,,08-31-2025,$12.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,
2000s american eagle fem zip,19178,$15.00,80.00%,$15.00,,08-31-2025,$12.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,
,,"$1,570.00",$15,$99.00,,Total Paid:,$576.82,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-31-2025,Annie Zhou,Pio Arango - 006,Print List,$175.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Cost/Split,Aged Price,Discounts,Sold,Amount,,,,,,,,,,,,,,,,,,,,,,,,
$25 Item,17781,$25.00,75.00%,$25.00,,08-01-2025,$18.75,Ceramics,,,,,,,,,,,,,,,,,,,,,,,
$25 Item,17781,$25.00,75.00%,$25.00,,08-01-2025,$18.75,Ceramics,,,,,,,,,,,,,,,,,,,,,,,
$25 Item,18135,$25.00,75.00%,$25.00,,08-08-2025,$18.75,Ceramics,,,,,,,,,,,,,,,,,,,,,,,
$25 Item,18217,$25.00,75.00%,$25.00,,08-09-2025,$18.75,Ceramics,,,,,,,,,,,,,,,,,,,,,,,
$25 Item,18346,$25.00,75.00%,$25.00,,08-12-2025,$18.75,Ceramics,,,,,,,,,,,,,,,,,,,,,,,
$25 Item,18348,$25.00,75.00%,$25.00,,08-12-2025,$18.75,Ceramics,,,,,,,,,,,,,,,,,,,,,,,
$25 Item,18515,$25.00,75.00%,$25.00,,08-16-2025,$18.75,Ceramics,,,,,,,,,,,,,,,,,,,,,,,
$25 Item,18578,$25.00,75.00%,$25.00,,08-17-2025,$18.75,Ceramics,,,,,,,,,,,,,,,,,,,,,,,
$25 Item,18578,$25.00,75.00%,$25.00,,08-17-2025,$18.75,Ceramics,,,,,,,,,,,,,,,,,,,,,,,
$25 Item,18578,$25.00,75.00%,$25.00,,08-17-2025,$18.75,Ceramics,,,,,,,,,,,,,,,,,,,,,,,
$25 Item,19084,$25.00,75.00%,$25.00,,08-30-2025,$18.75,Ceramics,,,,,,,,,,,,,,,,,,,,,,,
Small Mug— White and Blue,19113,$25.00,75.00%,$25.00,,08-31-2025,$18.75,Ceramics,,,,,,,,,,,,,,,,,,,,,,,
,,$300.00,$25,$12.00,,Total Paid:,$175.00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-31-2025,Annie Zhou,Sabrina Chan - 03I,Print List,$921.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Cost/Split,Aged Price,Discounts,Sold,Amount,,,,,,,,,,,,,,,,,,,,,,,,
lovestruck pearl collar,17835,$32.00,75.00%,$32.00,,08-02-2025,$24.00,Necklaces,,,,,,,,,,,,,,,,,,,,,,,
denim overall dress,17844,$36.00,75.00%,$36.00,,08-02-2025,$27.00,Overalls,,,,,,,,,,,,,,,,,,,,,,,
structured denim top with contrast stitching,17886,$34.00,75.00%,$34.00,,08-02-2025,$25.50,Blouses,,,,,,,,,,,,,,,,,,,,,,,
metallic bubble top,17886,$26.00,75.00%,$26.00,,08-02-2025,$19.50,Blouses,,,,,,,,,,,,,,,,,,,,,,,
floral qipao style top,17917,$26.00,75.00%,$26.00,,08-03-2025,$19.50,Blouses,,,,,,,,,,,,,,,,,,,,,,,
2000s leather shoulder bag,17967,$34.00,75.00%,$34.00,,08-04-2025,$25.50,Bags,,,,,,,,,,,,,,,,,,,,,,,
lovestrucksf san francisco necklace,17977,$26.00,75.00%,$26.00,,08-04-2025,$19.50,Necklaces,,,,,,,,,,,,,,,,,,,,,,,
lovestrucksf charm bracelet,17984,$18.00,75.00%,$18.00,,08-05-2025,$13.50,Bracelets,,,,,,,,,,,,,,,,,,,,,,,
lovestrucksf charm bracelet,17985,$18.00,75.00%,$18.00,,08-05-2025,$13.50,Bracelets,,,,,,,,,,,,,,,,,,,,,,,
slouchy silk-cotton cardigan,18011,$30.00,75.00%,$30.00,,08-05-2025,$22.50,Cardigans,,,,,,,,,,,,,,,,,,,,,,,
sheer ruffle button up,18012,$28.00,75.00%,$28.00,,08-05-2025,$21.00,Button Ups,,,,,,,,,,,,,,,,,,,,,,,
fitted pink button up,18078,$30.00,75.00%,$30.00,,08-07-2025,$22.50,Button Ups,,,,,,,,,,,,,,,,,,,,,,,
striped button up - office siren vibes,18078,$26.00,75.00%,$26.00,,08-07-2025,$19.50,Button Ups,,,,,,,,,,,,,,,,,,,,,,,
lovestrucksf charm bracelet,18089,$18.00,75.00%,$18.00,,08-07-2025,$13.50,Bracelets,,,,,,,,,,,,,,,,,,,,,,,
2000s pinstripe dress,18205,$32.00,75.00%,$32.00,,08-09-2025,$24.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,
off the shoulder top with metal embellishments,18205,$24.00,75.00%,$24.00,,08-09-2025,$18.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,
lovestrucksf san francisco necklace,18235,$26.00,75.00%,$26.00,,08-09-2025,$19.50,Necklaces,,,,,,,,,,,,,,,,,,,,,,,
sparkly cropped cardigan,18236,$22.00,75.00%,$22.00,,08-09-2025,$16.50,Cardigans,,,,,,,,,,,,,,,,,,,,,,,
STEALS $10,18250,$10.00,75.00%,$10.00,,08-10-2025,$7.50,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,
slinky halter tank,18259,$26.00,75.00%,$26.00,,08-10-2025,$19.50,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,
bcbg floral wrap skirt,18259,$26.00,75.00%,$26.00,,08-10-2025,$19.50,Skirts,,,,,,,,,,,,,,,,,,,,,,,
lovestrucksf charm drop necklace,18260,$28.00,75.00%,$28.00,,08-10-2025,$21.00,Necklaces,,,,,,,,,,,,,,,,,,,,,,,
flowy floral tank,18272,$24.00,75.00%,$24.00,,08-10-2025,$18.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,
2000s sheer poncho,18294,$28.00,75.00%,$28.00,,08-11-2025,$21.00,Sweaters,,,,,,,,,,,,,,,,,,,,,,,
fuzzy cheetah jacket,18360,$48.00,75.00%,$48.00,,08-13-2025,$36.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,
lovestrucksf pearl drop necklace,18390,$36.00,75.00%,$36.00,,08-13-2025,$27.00,Necklaces,,,,,,,,,,,,,,,,,,,,,,,
lovestrucksf im a star necklace,18487,$36.00,75.00%,$36.00,,08-16-2025,$27.00,Necklaces,,,,,,,,,,,,,,,,,,,,,,,
sheer babydoll dress,18512,$32.00,75.00%,$32.00,,08-16-2025,$24.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,
crochet short sleeve cardigan,18549,$26.00,75.00%,$26.00,,08-16-2025,$19.50,Cardigans,,,,,,,,,,,,,,,,,,,,,,,
fitted cardigan with ruffles,18652,$22.00,75.00%,$22.00,,08-19-2025,$16.50,Cardigans,,,,,,,,,,,,,,,,,,,,,,,
vintage a&f denim shirt,18680,$30.00,75.00%,$30.00,,08-20-2025,$22.50,Button Ups,,,,,,,,,,,,,,,,,,,,,,,
90s floral mini dress,18689,$32.00,75.00%,$32.00,,08-20-2025,$24.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,
flowy sun dress with asymmetrical hemline,18701,$28.00,75.00%,$28.00,,08-21-2025,$21.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,
2000s sheer wrap top,18717,$26.00,75.00%,$26.00,,08-21-2025,$19.50,Blouses,,,,,,,,,,,,,,,,,,,,,,,
2000s wrap tank,18734,$26.00,75.00%,$26.00,,08-21-2025,$19.50,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,
lovestrucksf pearl cluster + 925 silver chain,18785,$36.00,75.00%,$36.00,,08-23-2025,$27.00,Necklaces,,,,,,,,,,,,,,,,,,,,,,,
100% silk patterned butterfly top,18809,$32.00,75.00%,$32.00,,08-23-2025,$24.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,
embroidered checkered button up,18886,$28.00,75.00%,$28.00,,08-24-2025,$21.00,Button Ups,,,,,,,,,,,,,,,,,,,,,,,
lovestruck pearl collar,18901,$32.00,75.00%,$32.00,,08-25-2025,$24.00,Necklaces,,,,,,,,,,,,,,,,,,,,,,,
leather zipper purse,18922,$40.00,75.00%,$40.00,,08-26-2025,$30.00,Bags,,,,,,,,,,,,,,,,,,,,,,,
ted baker top with floral applique,18923,$28.00,75.00%,$28.00,,08-26-2025,$21.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,
slouchy crochet poncho,18947,$28.00,75.00%,$28.00,,08-27-2025,$21.00,Sweaters,,,,,,,,,,,,,,,,,,,,,,,
$10 DEALS,18959,$10.00,75.00%,$10.00,,08-28-2025,$7.50,Tees,,,,,,,,,,,,,,,,,,,,,,,
metallic fitted tshirt,19139,$24.00,75.00%,$24.00,,08-31-2025,$18.00,Tees,,,,,,,,,,,,,,,,,,,,,,,
,,"$1,228.00",$27.91,$44.00,,Total Paid:,$921.00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-31-2025,Annie Zhou,Vivian Homie SF - 02Q,Print List,$300.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Cost/Split,Aged Price,Discounts,Sold,Amount,,,,,,,,,,,,,,,,,,,,,,,,
Squirtle Omamori Flight Tag,17794,$8.00,75.00%,$8.00,,08-01-2025,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Hula Smiski Mini Charm,17878,$10.00,75.00%,$10.00,,08-02-2025,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,
Buff Smiski Sticker,17878,$5.00,75.00%,$5.00,,08-02-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Buff Snorlax Flight Tag,17878,$8.00,75.00%,$8.00,,08-02-2025,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Hello Kitty Baby Sticker,17915,$5.00,75.00%,$5.00,,08-03-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Cinnamoroll Baby Sticker,17915,$5.00,75.00%,$5.00,,08-03-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Lucky Cat Smiski Flight Tag,17942,$8.00,75.00%,$8.00,,08-04-2025,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Duoduo Labubu Sticker,17945,$5.00,75.00%,$5.00,,08-04-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Buff Snorlax Flight Tag,17948,$8.00,75.00%,$8.00,,08-04-2025,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Buff Smiski Sticker,18074,$5.00,75.00%,$5.00,,08-07-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,18083,$5.00,75.00%,$5.00,,08-07-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Smiski At Work Sticker Sheet,18088,$7.00,75.00%,$7.00,,08-07-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Dancing Jollibee Woven Keychain,18103,$8.00,75.00%,$8.00,,08-07-2025,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,18103,$5.00,75.00%,$5.00,,08-07-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
Ebi Labubu Sticker,18132,$5.00,75.00%,$5.00,,08-08-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Duoduo Labubu Sticker,18183,$5.00,75.00%,$5.00,,08-09-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Put Em’ Up Snoopy Sticker,18183,$5.00,75.00%,$5.00,,08-09-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Laptop Smiski Woven Keychain,18204,$8.00,75.00%,$8.00,,08-09-2025,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,18223,$5.00,75.00%,$5.00,,08-09-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Ebi Labubu Sticker,18223,$5.00,75.00%,$5.00,,08-09-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Big Into Energy Sticker Sheet,18223,$7.00,75.00%,$7.00,,08-09-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,18243,$5.00,75.00%,$5.00,,08-10-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
“I’m Baby” Smiski Sticker,18243,$5.00,75.00%,$5.00,,08-10-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Thumbs Up Snoopy Mini Charm,18243,$10.00,75.00%,$10.00,,08-10-2025,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,18244,$5.00,75.00%,$5.00,,08-10-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
Bart Smiski Sticker Sheet,18309,$7.00,75.00%,$7.00,,08-11-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Sutro Tower Print,18315,$5.00,75.00%,$5.00,,08-11-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
Bart Smiski Sticker Sheet,18315,$7.00,75.00%,$7.00,,08-11-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Cinnamoroll Baby Sticker,18316,$5.00,75.00%,$5.00,,08-11-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Duoduo Labubu Sticker,18316,$5.00,75.00%,$5.00,,08-11-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Buff Smiski Sticker,18351,$5.00,75.00%,$5.00,,08-12-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Bart Smiski Sticker Sheet,18357,$7.00,75.00%,$7.00,,08-13-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Buff Jollibee Chickenjoy Sticker,18380,$5.00,75.00%,$5.00,,08-13-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Hula Smiski Mini Charm,18415,$10.00,75.00%,$10.00,,08-14-2025,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,
“I’m Baby” Smiski Sticker,18429,$5.00,75.00%,$5.00,,08-14-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,18429,$5.00,75.00%,$5.00,,08-14-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
Duoduo Labubu Sticker,18432,$5.00,75.00%,$5.00,,08-15-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Lucky Cat Smiski Mini Charm,18451,$10.00,75.00%,$10.00,,08-15-2025,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,
Cinnamoroll Baby Sticker,18483,$5.00,75.00%,$5.00,,08-15-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Hues of Labubu Sticker Sheet,18499,$7.00,75.00%,$7.00,,08-16-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Bart Smiski Sticker Sheet,18499,$7.00,75.00%,$7.00,,08-16-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,18554,$5.00,75.00%,$5.00,,08-16-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Bart Smiski Sticker Sheet,18577,$7.00,75.00%,$7.00,,08-17-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Cable Car Print,18583,$5.00,75.00%,$5.00,,08-17-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
Hello Kitty Baby Sticker,18599,$5.00,75.00%,$5.00,,08-17-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Balloon Smiski Sticker,18606,$5.00,75.00%,$5.00,,08-17-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,18641,$5.00,75.00%,$5.00,,08-19-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Lucky Cat Smiski Flight Tag,18659,$8.00,75.00%,$8.00,,08-19-2025,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Put Em’ Up Snoopy Sticker,18659,$5.00,75.00%,$5.00,,08-19-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,18706,$5.00,75.00%,$5.00,,08-21-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
Bart Smiski Sticker Sheet,18713,$7.00,75.00%,$7.00,,08-21-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Big Into Energy Sticker Sheet,18745,$7.00,75.00%,$7.00,,08-22-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Sutro Tower Print,18759,$5.00,75.00%,$5.00,,08-22-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
“I’m Baby” Smiski Mini Charm,18761,$10.00,75.00%,$10.00,,08-22-2025,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Sutro Tower Print,18828,$5.00,75.00%,$5.00,,08-23-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,18828,$5.00,75.00%,$5.00,,08-23-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
Lucky Cat Smiski Flight Tag,18868,$8.00,75.00%,$8.00,,08-24-2025,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,18893,$5.00,75.00%,$5.00,,08-25-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Buff Smiski Sticker,18897,$5.00,75.00%,$5.00,,08-25-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Sonny Jollibee Sticker,18912,$5.00,75.00%,$5.00,,08-25-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Buff Jollibee Chickenjoy Sticker,18912,$5.00,75.00%,$5.00,,08-25-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Cowboy Snoopy Sticker Sheet,18914,$7.00,75.00%,$7.00,,08-25-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Buff Smiski Sticker,18915,$5.00,75.00%,$5.00,,08-25-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,18920,$5.00,75.00%,$5.00,,08-26-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bears Picnic Sticker Sheet,18920,$7.00,75.00%,$7.00,,08-26-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Put Em’ Up Snoopy Sticker,18927,$5.00,75.00%,$5.00,,08-26-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear - Cable Car Print,18927,$5.00,75.00%,$5.00,,08-26-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
Big Into Energy Sticker Sheet,18965,$7.00,75.00%,$7.00,,08-28-2025,$5.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Buff Smiski Sticker,18965,$5.00,75.00%,$5.00,,08-28-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Pink Labubu Sticker,18965,$5.00,75.00%,$5.00,,08-28-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Ebi Labubu Sticker,18965,$5.00,75.00%,$5.00,,08-28-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
We Bare Bear -  Golden Gate Print,18965,$5.00,75.00%,$5.00,,08-28-2025,$3.75,Prints,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,18965,$5.00,75.00%,$5.00,,08-28-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
“I’m Baby” Smiski Flight Tag,18987,$8.00,75.00%,$8.00,,08-28-2025,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,18998,$5.00,75.00%,$5.00,,08-29-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Thumbs Up Snoopy Mini Charm,19027,$10.00,75.00%,$10.00,,08-29-2025,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,
Squirtle Omamori Flight Tag,19073,$8.00,75.00%,$8.00,,08-30-2025,$6.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Lucky Cat Smiski Mini Charm,19107,$10.00,75.00%,$10.00,,08-31-2025,$7.50,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,19136,$5.00,75.00%,$5.00,,08-31-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Bobby Zimomo Sticker,19136,$5.00,75.00%,$5.00,,08-31-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Put Em’ Up Snoopy Sticker,19154,$5.00,75.00%,$5.00,,08-31-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Buff Smiski Sticker,19154,$5.00,75.00%,$5.00,,08-31-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
,,$501.00,$6.11,$82.00,,Total Paid:,$300.75,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-31-2025,Annie Zhou,Vora Cattpucino - 049,Print List,$137.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Cost/Split,Aged Price,Discounts,Sold,Amount,,,,,,,,,,,,,,,,,,,,,,,,
Introvert,17819,$5.00,75.00%,$5.00,,08-01-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Soulmate,17869,$5.00,75.00%,$5.00,,08-02-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
My cat likes you,17885,$5.00,75.00%,$5.00,,08-02-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Howl keychain,18045,$15.00,75.00%,$15.00,,08-06-2025,$11.25,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Chiikawa sticker,18088,$5.00,75.00%,$5.00,,08-07-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Howl Sophie magnetic,18132,$25.00,75.00%,$25.00,,08-08-2025,$18.75,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Lily of the valley,18149,$5.00,75.00%,$5.00,,08-08-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Otter pin,18243,$15.00,75.00%,$15.00,,08-10-2025,$11.25,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Cow pin,18316,$15.00,75.00%,$15.00,,08-11-2025,$11.25,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Ranchu claw,18333,$22.00,75.00%,$22.00,,08-12-2025,$16.50,Hair Accessories,,,,,,,,,,,,,,,,,,,,,,,
Usagi sticker,18368,$5.00,75.00%,$5.00,,08-13-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Cat gamer,18432,$5.00,75.00%,$5.00,,08-15-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Catterpillar,18432,$5.00,75.00%,$5.00,,08-15-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
